id,date,total_agr_land,workforce,trees,arable_land,ley,perm_grass,perm_crops,prot_cult,add_agr_land,oth_land,qual_landscape,spec_crops,grapes,vegetables,fruits,oth_spec_crops,animal_unit,cattle_animal_unit,dairy_cows,suckler_cows,hor_shee_goa,pigs_poultry,pigs,poultry,eco_proof,organic,farmtype,region,age,educ,cons_general,percep_hail,percep_drought,percep_frost,percep_heavyrain,percep_longrain,percep_heat,cons_farm,self_reduc,self_act,self_cap,self_conf,self_not,legum,legum_eff,conc,conc_eff,add,add_eff,lact,lact_eff,breed,breed_eff,covman,covman_eff,comp,comp_eff,drag,drag_eff,cov,cov_eff,plough,plough_eff,solar,solar_eff,biog,biog_eff,ecodr,ecodr_eff,legum_imag,conc_imag,add_imag,lact_imag,breed_imag,covman_imag,comp_imag,drag_imag,cov_imag,plough_imag,solar_imag,biog_imag,ecodr_imag,activ_dairy,activ_cattle,activ_pig,activ_poultry,activ_arab,activ_special,activ_nonag,attain_ghg,attain_yield,attain_biodiv,attain_soil,attain_incom,attain_acknow,innov_pion,innov_early,innov_thorou,innov_others,innov_trad,satisf_ldw,thresh_ldw,satisf_total,thresh_total,share,others_opinions,soc_impr,soc_inc,soc_env,soc_compinc,soc_compenv,net_name1_neigh,net_name1_work,net_name1_frien,net_name1_fam,net_name1_part,net_name1_club,net_name1_vet,net_name1_ext,net_name1_oth,net_name2_neigh,net_name2_work,net_name2_frien,net_name2_fam,net_name2_part,net_name2_club,net_name2_vet,net_name2_ext,net_name2_oth,net_name3_neigh,net_name3_work,net_name3_frien,net_name3_fam,net_name3_part,net_name3_club,net_name3_vet,net_name3_ext,net_name3_oth,net_name4_neigh,net_name4_work,net_name4_frien,net_name4_fam,net_name4_part,net_name4_club,net_name4_vet,net_name4_ext,net_name4_oth,net_name5_neigh,net_name5_work,net_name5_frien,net_name5_fam,net_name5_part,net_name5_club,net_name5_vet,net_name5_ext,net_name5_oth,net_name6_neigh,net_name6_work,net_name6_frien,net_name6_fam,net_name6_part,net_name6_club,net_name6_vet,net_name6_ext,net_name6_oth,net_name7_neigh,net_name7_work,net_name7_frien,net_name7_fam,net_name7_part,net_name7_club,net_name7_vet,net_name7_ext,net_name7_oth,net_name8_neigh,net_name8_work,net_name8_frien,net_name8_fam,net_name8_part,net_name8_club,net_name8_vet,net_name8_ext,net_name8_oth,net_name9_neigh,net_name9_work,net_name9_frien,net_name9_fam,net_name9_part,net_name9_club,net_name9_vet,net_name9_ext,net_name9_oth,net_name10_neigh,net_name10_work,net_name10_frien,net_name10_fam,net_name10_part,net_name10_club,net_name10_vet,net_name10_ext,net_name10_oth,net_name1_imp,net_name2_imp,net_name3_imp,net_name4_imp,net_name5_imp,net_name6_imp,net_name7_imp,net_name8_imp,net_name9_imp,net_name10_imp,lott_1,lott_2,lott_3,agroconcept,network,GHG_goal,env_goal,biodiv_goal,acknow_goal,yield_goal,income_goal,info_gew,info_resul,interviewtime
40,21.03.2019 09:28,1967,1.66962,73,801,255,806,95,0,0,338,0,95,95,0,0,0,32.553,31.503,0,26.4027,1.05,0,0,0,1,0,Livestock,Kohlfirst/Rhein,47,1,4,3,2,1,1,1,2,4,2,4,3,4,3,2,NA,2,NA,1,4,1,5,2,NA,1,5,2,NA,1,3,2,NA,2,NA,2,4,2,3,1,5,NA,NA,NA,NA,1,NA,0,NA,NA,0,0,0,NA,1,5,5,5,1,1,1,4,4,4,5,2,3,1,4,4,5,3,3,3,3,2,2,4,1,1,3,4,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,15,15,7,0,3,2,5,6,1,4,3,1,1,1327.38
41,21.03.2019 10:28,663,0.62746,2,645,0,18,0,0,0,9,0,160,0,0,0,160,0,0,0,0,0,0,0,0,1,0,Arable farming,Flaachtal,49,1,4,2,3,1,2,2,2,2,2,4,4,4,4,3,2,3,4,3,4,3,4,3,4,3,5,3,4,2,5,2,3,2,3,2,5,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,5,5,5,5,1,1,1,3,3,3,4,3,4,2,3,4,2,4,4,3,5,7,1,4,2,2,3,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,3,NA,NA,NA,NA,NA,7,14,2,0,5,1,5,2,3,6,4,1,1,2298.8
42,21.03.2019 22:57,2039,0.91346,52,1081,411,547,0,0,0,839,0,0,0,112,0,0,15.7363,14.1455,0,8.1096,1.5908,0,0,0,1,0,Livestock,Stammertal,51,1,4,1,2,1,2,3,2,4,3,5,1,2,2,2,5,2,1,2,NA,3,NA,1,NA,1,NA,2,NA,1,2,1,NA,2,3,2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,5,1,5,5,1,2,3,5,3,4,5,3,3,5,4,5,4,5,2,6,2,2,4,2,1,1,4,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,10,15,8,0,2,2,6,5,1,4,3,2,1,2878.78
43,22.03.2019 10:30,4859,2.38069,59,3535,293,688,243,0,100,648,0,373,205,480,38,0,0,0,0,0,0,0,0,0,1,0,Arable farming,Stammertal,32,3,4,3,3,1,1,1,3,4,3,3,1,4,5,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,2,NA,1,3,2,1,2,5,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,5,5,5,5,1,1,3,4,3,4,5,5,3,1,4,4,4,5,4,6,4,6,4,1,1,1,4,3,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,7,1,0,2,3,5,6,1,4,2,1,1,918.11
44,22.03.2019 19:26,2334,0.73173,79,1829,157,314,34,0,0,264,0,18,0,7,11,23,2.145,0.2012,0.1315,0,1.5438,0.4,0,0.4,1,0,Others,Stammertal,41,1,4,3,2,1,1,2,2,4,4,5,2,4,5,1,4,2,5,2,3,2,4,2,4,1,5,2,4,1,4,1,4,2,3,2,4,2,3,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,0,NA,1,4,3,1,1,1,2,3,4,4,5,3,5,2,3,4,4,5,4,2,5,2,3,2,2,4,4,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,2,2,NA,NA,1,1,4,0,8,2,5,3,1,4,6,2,1,4696.31
45,24.03.2019 20:01,2851,2.43409,121,722,1481,594,0,0,0,629,0,0,0,0,0,0,64.3401,64.3401,0.4712,52.0958,0,0,0,0,1,0,Livestock,Kohlfirst/Rhein,54,1,5,1,2,1,1,2,2,4,2,4,2,1,2,2,4,2,4,1,4,1,3,2,NA,1,5,2,1,1,5,2,2,2,2,1,5,2,1,1,4,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,0,NA,5,3,4,2,1,3,3,3,4,2,5,2,4,2,2,4,3,4,3,6,4,4,3,2,2,1,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,NA,NA,NA,NA,15,15,8,0,6,2,4,3,1,6,5,2,1,2427.41
46,24.03.2019 21:27,4499,2.83468,100,691,1061,2700,0,0,47,800,0,12,0,12,0,0,59.6794,59.4794,0.4959,46.011,0,0.2,0,0.2,1,0,Livestock,Flaachtal,59,2,4,1,2,1,2,1,2,4,2,5,2,2,3,2,3,2,NA,1,3,1,2,2,2,1,3,2,1,1,4,2,2,2,2,1,4,2,2,2,2,NA,NA,NA,NA,1,NA,0,NA,1,0,NA,0,1,3,3,5,3,1,2,1,1,3,3,4,5,5,1,3,3,5,5,4,5,4,7,4,3,3,4,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,3,2,3,3,2,2,2,10,13,2,0,10,6,3,2,1,5,4,1,1,2650.43
47,25.03.2019 10:11,1145,0.91991,30,150,468,453,69,0,5,99,0,69,0,0,69,0,12.4377,9.6377,0,8.1863,2.8,0,0,0,1,1,Livestock,Flaachtal,65,1,4,1,3,2,2,2,2,4,4,4,3,4,5,2,5,1,4,2,5,3,4,2,3,1,3,1,4,1,4,2,4,2,3,2,3,2,3,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,0,NA,1,2,5,3,1,1,1,4,2,4,4,2,4,4,4,3,4,5,4,3,4,2,3,3,2,2,4,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,1,1,2,2,3,3,3,3,5,1,4,0,10,3,5,6,2,1,4,2,2,2163.86
48,26.03.2019 09:21,2290,1.26645,52,1699,0,487,104,0,0,236,0,104,0,0,0,104,14.3235,12.2735,0,0,1.8,0.25,0,0.25,1,0,Livestock,Kohlfirst/Rhein,66,3,4,2,2,2,2,2,2,3,4,2,4,4,4,1,4,2,4,2,NA,3,NA,2,NA,1,5,2,NA,2,3,1,3,2,2,2,2,2,1,1,3,NA,NA,NA,NA,1,NA,1,1,NA,0,0,0,NA,5,1,3,3,1,1,1,4,3,4,4,3,3,3,3,3,3,3,2,5,4,9,2,1,1,4,3,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,9,7,4,0,2,2,5,6,1,3,4,2,1,2130.32
49,26.03.2019 11:54,3834,1.84709,128,3212,0,493,129,0,0,2185,0,129,129,0,0,0,0,0,0,0,0,0,0,0,1,0,Arable farming,Kohlfirst/Rhein,41,3,5,2,3,2,1,2,3,4,5,5,4,5,4,3,4,3,3,3,3,3,2,3,3,3,4,3,5,1,4,1,5,1,4,2,4,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,4,5,5,1,1,2,4,3,2,3,4,2,4,5,4,3,5,2,8,4,6,3,4,3,4,5,2,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,2,2,3,1,2,3,1,8,9,6,1,10,5,4,1,6,2,3,2,1,1503.48
50,26.03.2019 22:19,1397,0.75905,15,903,122,203,115,0,0,483,0,115,115,0,0,0,0,0,0,0,0,0,0,0,1,0,Others,Flaachtal,57,1,4,1,2,2,2,2,3,3,2,3,2,3,4,3,4,3,NA,3,NA,3,3,3,2,3,NA,3,NA,2,4,1,3,2,3,2,4,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,5,4,5,5,2,1,1,4,2,4,4,3,3,2,3,3,3,4,3,6,4,6,2,4,2,2,3,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,8,5,4,0,4,2,3,4,6,1,5,2,1,2713.02
51,27.03.2019 07:21,1170,0.59958,43,931,0,211,28,0,0,19,0,28,28,0,0,0,0.14,0,0,0,0,0.14,0,0.14,1,0,Arable farming,Flaachtal,49,1,4,1,2,1,2,1,2,4,3,2,4,4,2,2,NA,2,NA,3,NA,3,NA,3,NA,1,5,2,NA,1,5,2,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,5,5,5,5,1,2,1,4,2,3,4,1,4,3,4,4,4,4,3,7,4,7,2,2,1,1,4,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,12,4,1,2,2,5,3,1,4,6,2,1,1383.45
52,28.03.2019 17:17,2098,0.54051,29,1847,0,251,0,0,0,447,0,0,0,0,0,0,1.85,0,0,0,1.75,0.1,0,0.1,1,0,Others,Thurtal,56,2,4,1,1,2,1,2,2,3,3,3,3,4,2,2,5,2,4,3,4,3,5,3,4,2,5,2,4,2,5,2,4,2,2,2,4,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,5,5,5,4,1,2,1,3,4,3,3,2,3,2,2,4,3,4,2,5,5,9,1,2,3,3,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,3,2,3,2,8,4,2,0,10,3,5,6,1,2,4,1,1,1823.44
53,28.03.2019 17:24,1864,0.41008,10,1733,0,131,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Arable farming,Kohlfirst/Rhein,39,1,4,1,2,1,2,1,2,4,1,3,2,3,2,3,4,3,4,3,NA,3,4,3,NA,3,4,3,NA,1,4,2,4,1,1,2,3,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,5,5,5,5,1,2,1,5,3,2,5,1,3,3,3,3,5,3,3,1,4,7,1,3,2,4,4,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,2,2,2,2,4,1,2,0,10,4,5,3,1,2,6,2,1,1141.67
54,28.03.2019 17:50,2335,0.5611,1,2040,18,277,0,0,0,261,0,0,0,0,0,0,1.7555,1.7555,0,1.3589,0,0,0,0,1,0,Livestock,Thurtal,60,1,4,1,3,1,2,2,2,4,4,4,4,2,4,2,5,2,NA,2,5,3,NA,2,4,2,5,2,3,1,5,2,NA,1,4,2,4,2,4,2,4,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,5,5,5,5,1,1,1,3,4,3,4,3,5,2,3,3,3,3,4,5,4,4,3,4,2,3,3,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,2,2,2,NA,NA,NA,4,8,1,0,7,6,2,1,5,3,4,2,1,1759.92
55,28.03.2019 18:32,4561,7.30112,13,3964,0,233,287,8,17,129,0,1962,287,1683,0,0,0,0,0,0,0,0,0,0,1,0,Arable farming,Flaachtal,NA,1,2,2,1,2,2,2,1,3,1,1,5,1,5,3,1,3,NA,3,NA,3,1,3,NA,3,NA,3,1,2,NA,1,5,2,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,5,5,5,5,1,1,3,5,4,4,4,4,4,3,2,1,5,3,4,4,4,1,4,1,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,3,3,3,3,3,3,3,15,15,8,0,10,3,4,2,1,5,6,2,2,2399.66
56,28.03.2019 21:05,4237,3.17987,60,3332,355,402,148,0,0,113,0,148,148,168,0,0,22.9167,22.9167,19.5151,0,0,0,0,0,1,0,Livestock,Thurtal,39,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,5,2,3,2,1,1,5,2,3,1,3,2,1,1,3,2,3,2,4,2,1,0,0,NA,1,0,NA,0,NA,0,NA,1,1,0,5,2,3,2,1,1,3,1,4,4,5,1,4,1,1,1,5,1,3,8,4,9,2,5,3,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,2,2,3,1,3,2,1,3,15,15,8,0,10,1,2,3,4,5,6,1,1,6074.11
57,28.03.2019 19:42,2037,1.77363,46,1099,360,364,111,0,79,206,0,111,102,0,9,0,25.7481,25.6981,18.6466,0,0,0.05,0,0.05,1,0,Livestock,Kohlfirst/Rhein,58,2,4,1,2,1,2,2,2,3,3,2,1,2,3,2,3,1,3,1,1,1,3,2,1,1,4,2,1,1,4,1,2,2,1,2,1,2,1,2,2,1,NA,NA,NA,1,NA,0,NA,NA,0,0,0,0,1,1,4,4,1,1,1,5,4,4,5,4,3,1,2,3,4,3,4,5,5,3,3,3,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,8,8,5,0,2,2,6,5,3,1,4,2,2,1052.36
58,28.03.2019 20:50,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Andere Gemeinde,NA,1,3,1,2,2,1,1,1,3,3,2,3,4,2,1,NA,1,3,3,NA,3,3,3,2,1,2,1,4,1,4,1,4,1,3,2,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,5,4,5,3,3,1,2,3,3,5,4,2,4,3,4,4,4,4,3,5,4,4,2,3,2,4,4,2,3,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,2,0,1,5,4,3,2,1,6,1,2,1478.81
59,28.03.2019 21:00,2028,1.19133,28,1184,502,342,0,0,0,133,0,0,0,0,0,0,18.7982,18.2882,17.4685,0,0.51,0,0,0,1,0,Livestock,Thurtal,59,1,4,1,1,1,1,1,1,4,5,3,2,3,2,1,3,1,3,1,3,1,3,2,3,1,5,2,3,1,5,2,5,2,4,2,4,2,3,2,5,NA,NA,NA,NA,1,NA,1,NA,1,1,0,0,1,1,1,1,2,1,1,1,3,3,3,4,2,2,3,3,3,3,3,3,4,2,1,4,2,2,3,3,3,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,14,14,7,0,5,6,1,5,2,3,4,1,2,1929.27
60,28.03.2019 21:06,2836,3.075,29,1542,255,758,247,0,12,427,0,277,218,432,0,29,24.5508,24.5508,0,19.4192,0,0,0,0,1,0,Livestock,Stammertal,29,2,4,3,2,2,2,2,2,4,4,4,1,2,5,2,4,1,5,1,4,1,3,2,NA,1,4,2,4,2,4,1,4,2,1,2,1,2,4,1,4,NA,NA,NA,NA,1,NA,1,1,NA,0,0,1,NA,3,2,2,2,2,2,4,3,3,4,4,3,4,2,4,4,3,4,4,5,4,2,4,2,3,4,4,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,6,5,3,0,3,1,6,3,2,4,5,2,1,2150.74
61,28.03.2019 21:25,4218,3.83362,16,2226,1663,329,0,0,0,159,0,0,0,0,0,0,73.963,73.623,70.2384,0,0.34,0,0,0,1,0,Livestock,Flaachtal,38,1,5,3,3,2,3,1,3,5,3,4,1,4,2,1,4,1,4,2,5,2,3,2,4,2,5,2,1,1,5,2,1,2,1,2,5,2,1,1,3,NA,NA,1,0,1,0,NA,NA,0,0,0,0,NA,5,3,5,5,2,2,1,3,3,2,5,2,4,2,2,4,4,1,2,7,3,5,4,1,1,1,3,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,8,0,1,6,5,1,4,2,3,2,1,2673.62
